current_date,cases,deaths,country,population,first_date,high_risk_2w
2020-10-26,0,0,FJ,889955.0,20/03/2020,False
2020-10-25,0,0,FJ,889955.0,20/03/2020,False
2020-10-24,0,0,FJ,889955.0,20/03/2020,False
2020-10-23,0,0,FJ,889955.0,20/03/2020,False
2020-10-22,0,0,FJ,889955.0,20/03/2020,False
2020-10-21,1,0,FJ,889955.0,20/03/2020,False
2020-10-20,0,0,FJ,889955.0,20/03/2020,False
2020-10-19,0,0,FJ,889955.0,20/03/2020,False
2020-10-18,0,0,FJ,889955.0,20/03/2020,False
2020-10-17,0,0,FJ,889955.0,20/03/2020,False
2020-10-16,0,0,FJ,889955.0,20/03/2020,False
2020-10-15,0,0,FJ,889955.0,20/03/2020,False
2020-10-14,0,0,FJ,889955.0,20/03/2020,False
2020-10-13,0,0,FJ,889955.0,20/03/2020,False
2020-10-12,0,0,FJ,889955.0,20/03/2020,False
2020-10-11,0,0,FJ,889955.0,20/03/2020,False
2020-10-10,0,0,FJ,889955.0,20/03/2020,False
2020-10-09,0,0,FJ,889955.0,20/03/2020,False
2020-10-08,0,0,FJ,889955.0,20/03/2020,False
2020-10-07,0,0,FJ,889955.0,20/03/2020,False
2020-10-06,0,0,FJ,889955.0,20/03/2020,False
2020-10-05,0,0,FJ,889955.0,20/03/2020,False
2020-10-04,0,0,FJ,889955.0,20/03/2020,False
2020-10-03,0,0,FJ,889955.0,20/03/2020,False
2020-10-02,0,0,FJ,889955.0,20/03/2020,False
2020-10-01,0,0,FJ,889955.0,20/03/2020,False
2020-09-30,0,0,FJ,889955.0,20/03/2020,False
2020-09-29,0,0,FJ,889955.0,20/03/2020,False
2020-09-28,0,0,FJ,889955.0,20/03/2020,False
2020-09-27,0,0,FJ,889955.0,20/03/2020,False
2020-09-26,0,0,FJ,889955.0,20/03/2020,False
2020-09-25,0,0,FJ,889955.0,20/03/2020,False
2020-09-24,0,0,FJ,889955.0,20/03/2020,False
